id_mesure,id_temps,id_localisation,id_polluant,id_pays,date_complete,annee,mois,jour,semaine,trimestre,saison,id_station,nom_station,nom_ville,admin_name,nom_pays,eco_iso3,continent,latitude,longitude,population,code_polluant,nom_polluant,categorie,unite,impact_sante,valeur_pollution,PM25_EXPO_WB,GDP_PC_USD,URBAN_PCT,RENEWABLE_PCT,FOSSIL_PCT,POP_TOTAL,PM25_ABOVE_WHO,ELEC_COAL_PCT,CO2_PC
9096,1644,428,2,1,2020-07-01,2020,7,1,27,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,56.979,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9097,2009,428,2,1,2021-07-01,2021,7,1,26,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,41.631,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9098,913,428,1,1,2018-07-01,2018,7,1,26,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,32.868,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9099,1278,428,1,1,2019-07-01,2019,7,1,27,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,38.103,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9100,1644,428,1,1,2020-07-01,2020,7,1,27,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,32.191,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9101,2009,428,1,1,2021-07-01,2021,7,1,26,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,30.458,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9102,913,428,5,1,2018-07-01,2018,7,1,26,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",18.591,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9103,1278,428,5,1,2019-07-01,2019,7,1,27,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",16.65,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9104,1644,428,5,1,2020-07-01,2020,7,1,27,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",16.798,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9105,2009,428,5,1,2021-07-01,2021,7,1,26,3,Été,9100,深沟寺,Anshan,Liaoning,China,CHN,Asia,41.1196,123.044,3325372.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",10.932,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9106,913,429,6,1,2018-07-01,2018,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,305.803,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9107,1278,429,6,1,2019-07-01,2019,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,334.154,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9108,1644,429,6,1,2020-07-01,2020,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,297.112,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9109,2009,429,6,1,2021-07-01,2021,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,315.827,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9110,913,429,3,1,2018-07-01,2018,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,27.847,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9111,1278,429,3,1,2019-07-01,2019,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,31.132,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9112,1644,429,3,1,2020-07-01,2020,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,24.452,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9113,2009,429,3,1,2021-07-01,2021,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,24.189,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9114,913,429,4,1,2018-07-01,2018,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,34.51,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9115,1278,429,4,1,2019-07-01,2019,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,33.822,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9116,1644,429,4,1,2020-07-01,2020,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,35.6,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9117,2009,429,4,1,2021-07-01,2021,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,35.88,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9118,913,429,2,1,2018-07-01,2018,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,71.533,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9119,1278,429,2,1,2019-07-01,2019,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,59.251,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9120,1644,429,2,1,2020-07-01,2020,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,67.184,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9121,2009,429,2,1,2021-07-01,2021,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,34.473,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9122,913,429,1,1,2018-07-01,2018,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,31.703,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9123,1278,429,1,1,2019-07-01,2019,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,41.334,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9124,1644,429,1,1,2020-07-01,2020,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,34.874,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9125,2009,429,1,1,2021-07-01,2021,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,35.016,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9126,913,429,5,1,2018-07-01,2018,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",16.276,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9127,1278,429,5,1,2019-07-01,2019,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",16.285,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9128,1644,429,5,1,2020-07-01,2020,7,1,27,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",12.22,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9129,2009,429,5,1,2021-07-01,2021,7,1,26,3,Été,9101,清华站,Changzhi,Shanxi,China,CHN,Asia,36.1547,113.11469999999998,3180884.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",13.939,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9130,913,430,6,1,2018-07-01,2018,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,370.49,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9131,1278,430,6,1,2019-07-01,2019,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,354.925,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9132,1644,430,6,1,2020-07-01,2020,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,362.486,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9133,2009,430,6,1,2021-07-01,2021,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,266.203,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9134,913,430,3,1,2018-07-01,2018,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,27.271,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9135,1278,430,3,1,2019-07-01,2019,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,18.806,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9136,1644,430,3,1,2020-07-01,2020,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,20.817,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9137,2009,430,3,1,2021-07-01,2021,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,20.261,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9138,913,430,4,1,2018-07-01,2018,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,41.984,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9139,1278,430,4,1,2019-07-01,2019,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,30.657,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9140,1644,430,4,1,2020-07-01,2020,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,35.061,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9141,2009,430,4,1,2021-07-01,2021,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,28.883,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9142,913,430,2,1,2018-07-01,2018,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,62.766,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9143,1278,430,2,1,2019-07-01,2019,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,62.24,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9144,1644,430,2,1,2020-07-01,2020,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,52.413,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9145,2009,430,2,1,2021-07-01,2021,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,48.055,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9146,913,430,1,1,2018-07-01,2018,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,29.995,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9147,1278,430,1,1,2019-07-01,2019,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,36.105,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9148,1644,430,1,1,2020-07-01,2020,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,32.295,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9149,2009,430,1,1,2021-07-01,2021,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,29.616,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9150,913,430,5,1,2018-07-01,2018,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",17.128,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9151,1278,430,5,1,2019-07-01,2019,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",16.482,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9152,1644,430,5,1,2020-07-01,2020,7,1,27,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",14.405,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9153,2009,430,5,1,2021-07-01,2021,7,1,26,3,Été,9102,清河小学,Jiaxing,Zhejiang,China,CHN,Asia,30.777999999999995,120.7436,1518654.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",14.757,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
9154,913,431,6,1,2018-07-01,2018,7,1,26,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,350.234,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9155,1278,431,6,1,2019-07-01,2019,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,286.722,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9156,1644,431,6,1,2020-07-01,2020,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,259.071,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9157,913,431,3,1,2018-07-01,2018,7,1,26,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,27.424,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9158,1278,431,3,1,2019-07-01,2019,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,26.473,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9159,1644,431,3,1,2020-07-01,2020,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,27.363,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9160,913,431,4,1,2018-07-01,2018,7,1,26,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,42.751,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9161,1278,431,4,1,2019-07-01,2019,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,31.009,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9162,1644,431,4,1,2020-07-01,2020,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,30.841,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9163,913,431,2,1,2018-07-01,2018,7,1,26,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,70.97,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9164,1278,431,2,1,2019-07-01,2019,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,69.612,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9165,1644,431,2,1,2020-07-01,2020,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,63.522,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9166,913,431,1,1,2018-07-01,2018,7,1,26,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,39.914,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9167,1278,431,1,1,2019-07-01,2019,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,30.446,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
9168,1644,431,1,1,2020-07-01,2020,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,29.586,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
9169,913,431,5,1,2018-07-01,2018,7,1,26,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",16.779,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
9170,1278,431,5,1,2019-07-01,2019,7,1,27,3,Été,9103,清源山,Quanzhou,Fujian,China,CHN,Asia,24.961700000000004,118.6108,6480000.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",15.77,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
